date,kp_0h,kp_3h,kp_6h,kp_9h,kp_12h,kp_15h,kp_18h,kp_21h
10/04/2002,1,0,1,3,3,3,3,2
11/04/2002,2,1,2,3,3,4,3,4
12/04/2002,4,2,2,2,3,3,3,3
13/04/2002,3,2,3,4,3,3,3,3
14/04/2002,3,3,2,2,4,3,3,2
15/04/2002,2,1,1,2,2,3,3,3
16/04/2002,2,3,3,1,2,3,3,2
17/04/2002,2,3,2,6,6,6,5,3
18/04/2002,6,7,6,5,4,4,4,3
19/04/2002,4,4,4,6,6,5,5,5
20/04/2002,7,7,7,6,4,4,4,2
21/04/2002,3,2,2,1,2,2,2,3
22/04/2002,3,4,2,3,3,3,2,2
23/04/2002,1,4,6,3,3,4,2,3
24/04/2002,3,1,1,2,2,3,2,2
25/04/2002,2,1,0,2,2,3,2,1
26/04/2002,2,1,1,2,2,2,2,2
27/04/2002,2,1,1,2,3,3,3,3
28/04/2002,3,4,4,4,4,3,3,2
29/04/2002,2,1,2,3,3,3,3,2
30/04/2002,2,2,2,2,3,3,3,1
01/05/2002,2,1,1,2,2,2,2,2
02/05/2002,2,2,0,2,3,3,2,2
03/05/2002,2,2,1,2,2,3,3,2
04/05/2002,1,2,3,2,3,3,3,2
05/05/2002,1,1,1,2,3,3,3,2
06/05/2002,2,1,1,3,3,4,3,3
07/05/2002,3,1,2,3,3,3,4,3
08/05/2002,3,3,3,2,3,3,3,2
09/05/2002,2,2,3,3,3,3,2,2
10/05/2002,2,2,3,4,4,4,3,4
11/05/2002,2,1,3,6,6,6,5,4
12/05/2002,4,3,5,2,4,3,3,2
13/05/2002,4,3,2,2,3,3,3,2
14/05/2002,4,5,6,4,4,4,4,4
15/05/2002,4,4,3,4,3,3,2,2
16/05/2002,3,3,2,3,3,3,3,3
17/05/2002,1,1,2,2,3,4,3,2
18/05/2002,2,1,1,2,3,3,5,5
19/05/2002,3,4,5,2,3,3,2,2
20/05/2002,1,3,2,3,3,4,3,3
21/05/2002,3,2,4,2,3,3,3,4
22/05/2002,2,2,3,4,3,3,3,3
23/05/2002,3,3,2,5,7,7,5,3
24/05/2002,2,1,1,2,2,3,3,2
25/05/2002,2,1,1,2,2,3,2,1
26/05/2002,2,1,2,2,2,3,3,4
27/05/2002,3,2,5,5,4,5,3,3
28/05/2002,2,3,3,3,3,3,3,3
29/05/2002,3,3,2,3,3,3,3,2
30/05/2002,2,1,3,3,3,3,2,2
31/05/2002,2,1,1,2,2,3,2,2
01/06/2002,1,0,2,2,2,3,3,3
02/06/2002,4,3,2,3,3,4,3,4
03/06/2002,3,3,3,2,3,3,3,3
04/06/2002,3,3,4,3,4,3,3,3
05/06/2002,3,2,2,2,3,3,2,2
06/06/2002,2,2,2,3,3,3,3,3
07/06/2002,1,2,2,2,3,3,3,3
08/06/2002,2,1,1,3,4,4,3,4
09/06/2002,3,3,3,3,3,3,4,3
10/06/2002,2,2,3,4,4,4,3,3
11/06/2002,3,2,3,3,3,3,3,3
12/06/2002,3,2,1,3,3,3,3,2
13/06/2002,2,3,2,3,3,3,3,3
14/06/2002,2,1,1,2,2,3,2,2
15/06/2002,2,1,1,2,2,2,3,3
16/06/2002,2,3,3,3,3,2,2,3
17/06/2002,2,2,1,2,2,3,2,2
18/06/2002,2,0,1,3,3,3,3,3
19/06/2002,4,3,3,3,3,3,3,4
20/06/2002,2,3,2,3,3,3,3,3
21/06/2002,2,3,1,2,2,3,3,2
22/06/2002,1,2,1,2,2,3,3,3
23/06/2002,2,3,3,3,3,3,3,3
24/06/2002,3,2,2,2,3,3,3,2
25/06/2002,3,2,2,3,3,3,2,3
26/06/2002,3,2,1,2,3,3,2,2
27/06/2002,2,1,1,2,3,3,2,1
28/06/2002,2,1,1,2,2,3,3,2
29/06/2002,2,1,1,2,3,3,3,3
30/06/2002,2,3,3,4,3,3,3,3
01/07/2002,3,4,2,4,3,4,3,2
02/07/2002,3,3,2,1,2,2,3,3
03/07/2002,3,2,2,2,2,2,3,2
04/07/2002,3,2,1,1,2,2,2,3
05/07/2002,3,2,3,3,3,3,4,3
06/07/2002,4,4,4,4,3,4,4,3
07/07/2002,3,3,3,2,3,3,3,2
08/07/2002,3,2,1,3,3,2,2,3
09/07/2002,4,3,3,3,2,4,3,3
10/07/2002,3,3,3,3,2,2,3,3
11/07/2002,2,2,2,2,2,2,3,3
12/07/2002,3,3,3,5,5,4,3,2
13/07/2002,3,3,2,2,2,2,3,2
14/07/2002,2,2,1,1,2,2,3,1
15/07/2002,2,2,1,1,2,3,4,2
16/07/2002,2,3,2,2,2,2,4,4
17/07/2002,3,3,4,3,3,4,4,3
18/07/2002,3,3,2,3,2,2,2,1
19/07/2002,2,2,1,3,2,3,2,4
20/07/2002,4,4,3,2,2,3,3,4
21/07/2002,4,4,4,2,3,3,3,1
22/07/2002,3,3,4,5,4,3,3,3
23/07/2002,4,3,3,3,2,3,4,4
24/07/2002,3,3,3,2,3,3,3,2
25/07/2002,3,3,2,3,3,3,4,3
26/07/2002,4,3,3,4,3,3,4,3
27/07/2002,4,3,3,4,4,3,4,3
28/07/2002,4,3,2,3,3,3,3,2
29/07/2002,2,3,2,2,4,3,3,2
30/07/2002,2,2,1,2,2,3,3,3
31/07/2002,3,2,1,2,3,3,3,2
01/08/2002,2,4,4,4,5,4,3,5
02/08/2002,6,6,4,2,3,4,4,5
03/08/2002,5,4,4,3,3,3,4,3
04/08/2002,4,5,4,3,2,2,3,1
05/08/2002,2,2,2,1,2,2,3,3
06/08/2002,3,3,1,2,2,3,3,1
07/08/2002,2,3,2,2,2,2,3,2
08/08/2002,2,3,1,2,3,3,3,3
09/08/2002,2,2,2,2,4,3,4,4
10/08/2002,4,5,2,2,3,3,3,3
11/08/2002,2,3,2,4,4,3,3,3
12/08/2002,3,3,3,4,3,3,3,3
13/08/2002,4,4,3,3,3,2,3,2
14/08/2002,3,3,3,3,4,3,3,3
15/08/2002,3,3,3,4,3,4,5,5
16/08/2002,4,3,5,3,3,3,3,2
17/08/2002,2,3,4,3,2,2,3,3
18/08/2002,4,3,2,3,3,2,4,5
19/08/2002,4,4,5,4,4,3,4,4
20/08/2002,4,4,2,3,2,4,5,5
21/08/2002,5,5,7,4,5,3,4,3
22/08/2002,4,3,3,2,2,2,3,3
23/08/2002,2,3,2,2,3,3,3,3
24/08/2002,3,2,2,2,3,3,3,3
25/08/2002,2,2,2,2,2,3,3,3
26/08/2002,3,3,2,3,4,5,3,3
27/08/2002,3,4,3,3,3,3,3,3
28/08/2002,3,3,2,2,2,3,3,3
29/08/2002,3,2,1,2,3,3,3,2
30/08/2002,1,3,3,2,3,2,3,2
31/08/2002,2,2,3,3,4,2,3,3
01/09/2002,4,3,3,2,2,3,3,4
02/09/2002,3,3,2,4,3,3,3,2
03/09/2002,2,2,1,3,3,3,3,3
04/09/2002,4,6,5,6,5,4,4,3
05/09/2002,3,3,2,2,3,2,3,2
06/09/2002,2,3,3,3,3,2,3,2
07/09/2002,3,3,3,3,3,7,7,6
08/09/2002,6,5,3,2,2,2,4,4
09/09/2002,2,2,1,1,2,3,4,3
10/09/2002,3,2,3,4,5,4,4,4
11/09/2002,2,3,5,6,4,4,4,4
12/09/2002,4,3,4,3,4,3,3,2
13/09/2002,3,3,4,4,3,2,3,2
14/09/2002,3,3,2,4,3,2,3,2
15/09/2002,2,2,3,3,2,2,3,2
16/09/2002,2,2,2,2,3,2,3,1
17/09/2002,2,3,3,3,4,3,3,3
18/09/2002,4,3,2,3,4,3,3,3
19/09/2002,3,2,1,2,4,4,3,3
20/09/2002,3,2,1,1,2,2,3,2
21/09/2002,2,2,2,3,3,3,2,2
22/09/2002,2,2,3,2,3,3,3,2
23/09/2002,2,2,1,2,2,2,2,1
24/09/2002,2,2,1,2,2,2,3,2
25/09/2002,2,2,1,1,2,2,3,2
26/09/2002,2,2,1,2,2,3,3,3
27/09/2002,3,2,1,2,2,2,3,2
28/09/2002,1,3,1,2,2,2,3,3
29/09/2002,2,2,1,1,2,3,3,1
30/09/2002,3,3,4,4,6,4,3,4
01/10/2002,2,3,5,7,7,6,4,6
02/10/2002,6,7,6,4,4,3,3,4
03/10/2002,6,3,4,3,4,5,5,5
04/10/2002,7,5,6,5,4,3,4,4
05/10/2002,4,4,3,5,5,5,3,3
06/10/2002,2,4,5,2,3,3,3,3
07/10/2002,3,5,6,4,5,4,4,4
08/10/2002,4,6,4,5,4,4,3,3
09/10/2002,2,4,5,5,4,4,3,3
10/10/2002,3,3,5,5,4,2,2,3
11/10/2002,2,2,2,3,3,2,2,2
12/10/2002,2,3,2,4,3,3,3,2
13/10/2002,2,3,3,3,3,3,2,2
14/10/2002,3,4,4,4,6,4,3,2
15/10/2002,3,3,2,4,3,4,4,2
16/10/2002,3,2,1,2,3,4,5,3
17/10/2002,4,3,2,2,3,3,3,3
18/10/2002,3,3,2,1,3,4,3,2
19/10/2002,3,3,2,2,2,3,3,3
20/10/2002,2,3,1,2,3,3,3,3
21/10/2002,2,3,3,2,3,3,3,3
22/10/2002,3,2,1,4,3,3,3,3
23/10/2002,2,2,2,2,3,3,3,3
24/10/2002,4,5,5,6,6,5,5,4
25/10/2002,6,5,5,4,5,6,3,3
26/10/2002,3,4,4,5,5,4,4,3
27/10/2002,2,4,4,3,4,4,4,4
28/10/2002,4,4,3,3,3,3,3,3
29/10/2002,4,3,3,4,3,3,2,3
30/10/2002,2,3,5,4,3,3,3,3
31/10/2002,4,3,3,3,4,4,3,3
01/11/2002,2,3,2,3,3,3,3,2
02/11/2002,3,2,4,5,4,4,4,3
03/11/2002,4,4,4,4,4,4,3,4
04/11/2002,4,4,4,4,4,4,3,4
05/11/2002,3,4,4,4,4,3,3,3
06/11/2002,4,3,3,4,4,4,4,3
07/11/2002,4,3,3,3,3,3,3,3
08/11/2002,2,2,2,2,3,2,3,2
09/11/2002,2,2,1,2,2,3,3,3
10/11/2002,3,4,5,2,3,3,2,2
11/11/2002,2,2,3,3,4,3,2,3
12/11/2002,2,2,3,3,4,3,3,4
13/11/2002,4,3,2,2,3,3,3,2
14/11/2002,3,2,2,2,3,3,2,3
15/11/2002,3,2,3,3,3,3,3,3
16/11/2002,3,2,1,2,3,3,2,3
17/11/2002,3,2,1,1,3,3,2,2
18/11/2002,3,2,3,2,3,3,3,3
19/11/2002,3,3,3,2,3,3,3,4
20/11/2002,3,3,1,3,2,4,4,4
21/11/2002,3,5,7,6,5,4,4,4
22/11/2002,5,4,3,4,4,4,3,3
23/11/2002,4,5,4,3,3,3,3,2
24/11/2002,3,4,3,3,4,4,3,3
25/11/2002,2,3,3,4,4,3,3,3
26/11/2002,3,3,2,2,3,3,2,5
27/11/2002,4,4,4,4,4,3,3,3
28/11/2002,3,4,3,3,3,3,3,2
29/11/2002,3,3,4,2,3,4,3,3
30/11/2002,3,4,4,3,3,3,3,3
01/12/2002,4,3,3,4,4,3,3,3
02/12/2002,2,3,3,3,3,3,3,2
03/12/2002,3,3,2,3,3,3,3,2
04/12/2002,2,2,3,3,3,4,3,2
05/12/2002,3,3,2,3,2,3,2,2
06/12/2002,2,2,2,2,3,3,3,3
07/12/2002,3,3,3,4,3,3,3,3
08/12/2002,2,4,2,2,3,4,3,2
09/12/2002,3,2,1,2,2,3,2,2
10/12/2002,2,2,1,2,2,3,2,2
11/12/2002,2,2,1,2,2,3,2,2
12/12/2002,2,2,1,2,2,3,2,2
13/12/2002,2,2,1,2,2,3,2,2
14/12/2002,2,2,2,2,3,3,3,3
15/12/2002,3,2,2,2,3,3,3,2
16/12/2002,2,2,2,2,3,3,2,2
17/12/2002,2,2,1,2,2,3,2,2
18/12/2002,2,2,0,1,2,3,2,1
19/12/2002,3,3,4,5,4,4,4,2
20/12/2002,3,4,2,3,3,3,3,4
21/12/2002,4,5,3,2,3,3,2,2
22/12/2002,2,2,2,3,3,3,4,2
23/12/2002,3,3,4,5,5,3,4,3
24/12/2002,3,2,3,3,4,4,3,3
25/12/2002,3,3,3,3,4,3,3,3
26/12/2002,2,2,2,4,4,4,3,4
27/12/2002,4,6,4,5,5,4,4,3
28/12/2002,4,4,4,4,3,4,3,2
29/12/2002,3,2,3,3,3,3,3,3
30/12/2002,4,3,3,3,3,4,3,3
31/12/2002,3,3,2,3,3,3,2,2
01/01/2003,2,2,3,3,3,3,2,2
02/01/2003,2,2,2,2,3,3,3,1
03/01/2003,2,2,2,2,3,4,3,4
04/01/2003,4,4,2,2,3,3,3,2
05/01/2003,2,2,2,2,3,3,3,2
06/01/2003,0,2,1,1,2,3,2,2
07/01/2003,2,3,2,3,2,2,3,2
08/01/2003,2,2,3,2,2,2,2,2
09/01/2003,2,2,1,1,2,3,3,3
10/01/2003,2,2,2,2,3,3,3,3
11/01/2003,3,3,1,1,2,3,3,3
12/01/2003,2,2,3,3,3,3,3,2
13/01/2003,3,2,1,2,3,3,2,2
14/01/2003,3,3,3,3,3,3,2,1
15/01/2003,3,2,2,2,3,3,2,2
16/01/2003,2,2,1,2,3,3,2,2
17/01/2003,2,2,2,3,3,3,2,1
18/01/2003,2,2,3,3,4,3,2,2
19/01/2003,2,2,3,4,4,4,3,3
20/01/2003,5,4,2,3,3,3,3,2
21/01/2003,3,3,3,4,3,3,3,3
22/01/2003,3,3,3,3,3,3,3,5
23/01/2003,5,4,1,3,3,3,3,3
24/01/2003,4,2,2,3,3,4,3,3
25/01/2003,4,4,5,5,4,3,2,2
26/01/2003,4,3,4,4,4,3,3,2
27/01/2003,3,2,1,1,2,3,2,3
28/01/2003,3,3,4,3,2,3,2,2
29/01/2003,2,2,2,3,3,4,4,4
30/01/2003,5,4,4,4,4,5,4,2
31/01/2003,3,2,4,5,4,3,2,1
01/02/2003,3,2,1,2,2,2,5,4
02/02/2003,5,5,5,5,6,5,4,4
03/02/2003,4,3,4,3,4,4,3,3
04/02/2003,3,4,5,5,3,3,3,3
05/02/2003,3,3,2,2,4,4,2,2
06/02/2003,2,3,3,3,4,3,4,3
07/02/2003,3,2,2,3,4,3,3,3
08/02/2003,3,2,3,3,4,3,3,3
09/02/2003,3,3,4,2,3,4,3,3
10/02/2003,3,4,4,3,3,3,3,3
11/02/2003,4,3,3,2,2,3,3,1
12/02/2003,2,2,2,3,3,4,3,3
13/02/2003,2,2,1,2,3,3,2,3
14/02/2003,4,3,2,3,4,4,4,3
15/02/2003,3,3,3,4,4,4,3,2
16/02/2003,2,3,4,3,4,3,3,4
17/02/2003,3,2,2,3,3,3,2,3
18/02/2003,2,4,3,4,3,3,2,3
19/02/2003,3,3,3,2,3,3,3,3
20/02/2003,3,3,4,4,3,4,3,3
21/02/2003,2,3,3,2,2,4,4,3
22/02/2003,2,3,2,3,3,4,2,1
23/02/2003,2,3,2,2,4,3,2,2
24/02/2003,2,1,0,3,2,2,2,2
25/02/2003,2,1,1,2,2,2,2,1
26/02/2003,1,2,4,4,3,3,3,4
27/02/2003,4,4,3,3,4,4,3,4
28/02/2003,3,2,3,4,3,4,3,4
01/03/2003,4,1,1,3,3,3,3,3
02/03/2003,2,3,3,3,4,3,3,3
03/03/2003,3,1,2,3,3,4,4,4
04/03/2003,4,4,5,4,5,4,3,3
05/03/2003,3,2,3,4,4,3,3,3
06/03/2003,4,4,4,4,5,3,3,3
07/03/2003,3,3,3,4,2,2,3,3
08/03/2003,1,1,2,1,3,3,3,2
09/03/2003,2,4,3,1,2,2,3,3
10/03/2003,2,3,3,3,4,3,3,4
11/03/2003,3,2,4,3,3,3,3,2
12/03/2003,2,2,2,2,3,3,3,3
13/03/2003,4,3,3,3,4,3,3,2
14/03/2003,2,2,4,4,6,3,4,3
15/03/2003,5,4,4,4,4,3,4,3
16/03/2003,3,3,2,5,4,4,5,4
17/03/2003,3,4,6,4,6,4,4,5
18/03/2003,4,4,4,5,4,3,3,3
19/03/2003,4,4,3,3,3,3,3,2
20/03/2003,1,3,3,5,4,4,4,4
21/03/2003,5,5,4,5,4,3,3,4
22/03/2003,3,4,4,4,3,3,2,3
23/03/2003,4,2,4,6,4,3,3,3
24/03/2003,3,2,4,3,2,2,2,2
25/03/2003,2,2,2,1,2,2,2,2
26/03/2003,1,3,2,3,2,2,2,3
27/03/2003,5,2,5,4,4,5,3,3
28/03/2003,4,4,3,2,3,4,4,5
29/03/2003,5,5,4,3,4,4,3,4
30/03/2003,4,5,3,3,3,3,4,5
31/03/2003,3,3,3,4,6,6,4,4
01/04/2003,5,4,1,3,2,3,3,3
02/04/2003,2,4,4,4,4,3,3,4
03/04/2003,3,2,3,3,3,3,3,4
04/04/2003,4,3,5,5,5,3,4,4
05/04/2003,5,4,3,3,4,4,4,4
06/04/2003,3,3,2,2,2,3,3,1
07/04/2003,2,1,1,2,3,3,1,1
08/04/2003,2,3,4,5,4,4,2,3
09/04/2003,4,3,5,4,5,3,3,2
10/04/2003,3,5,5,5,3,3,4,3
11/04/2003,3,3,2,3,3,3,3,3
12/04/2003,3,2,2,2,3,2,2,2
13/04/2003,3,3,2,2,3,2,2,2
14/04/2003,2,3,1,2,5,4,3,3
15/04/2003,4,4,4,5,4,2,2,3
16/04/2003,4,3,4,6,3,3,5,4
17/04/2003,3,5,5,5,4,5,3,3
18/04/2003,2,5,4,4,4,3,3,3
19/04/2003,3,3,3,0,3,3,2,3
20/04/2003,4,4,4,2,3,3,2,4
21/04/2003,4,4,5,4,3,3,3,3
22/04/2003,4,4,4,4,3,3,3,4
23/04/2003,2,4,5,4,3,3,3,3
24/04/2003,3,3,4,5,4,4,4,4
25/04/2003,4,5,5,5,3,4,3,5
26/04/2003,4,2,4,2,3,3,3,3
27/04/2003,3,4,3,3,3,4,3,3
28/04/2003,3,5,4,5,3,3,2,2
29/04/2003,2,3,2,1,4,4,5,5
30/04/2003,5,6,5,5,4,4,4,5
01/05/2003,6,5,5,5,4,4,4,3
02/05/2003,3,5,3,3,3,2,2,3
03/05/2003,2,3,3,3,2,2,2,2
04/05/2003,3,2,1,2,2,2,2,2
05/05/2003,2,2,1,2,2,4,4,4
06/05/2003,4,3,3,4,5,4,4,4
07/05/2003,5,5,6,5,4,4,3,3
08/05/2003,5,5,4,5,4,4,5,3
09/05/2003,4,4,5,5,5,3,3,3
10/05/2003,6,6,6,5,2,3,3,3
11/05/2003,5,3,6,5,5,3,3,3
12/05/2003,3,4,4,3,4,3,3,3
13/05/2003,4,3,4,5,4,4,4,4
14/05/2003,5,5,5,4,3,4,4,3
15/05/2003,4,4,4,4,4,4,3,3
16/05/2003,3,2,2,2,2,2,3,3
17/05/2003,3,3,3,2,3,2,1,1
18/05/2003,2,2,2,2,3,3,3,3
19/05/2003,3,2,2,3,2,3,3,4
20/05/2003,3,3,3,3,3,2,3,3
21/05/2003,3,4,2,2,3,4,4,5
22/05/2003,5,5,4,3,4,4,3,2
23/05/2003,3,4,4,5,3,4,3,3
24/05/2003,3,5,5,3,4,3,4,3
25/05/2003,5,5,4,3,2,4,3,4
26/05/2003,4,3,4,3,3,3,3,4
27/05/2003,4,4,3,3,4,3,4,5
28/05/2003,6,5,5,5,4,4,4,4
29/05/2003,5,4,4,3,6,7,8,8
30/05/2003,8,4,4,3,4,5,4,5
31/05/2003,5,5,3,1,3,3,2,2
01/06/2003,3,3,3,2,3,3,4,4
02/06/2003,5,4,6,6,4,4,3,4
03/06/2003,4,3,4,4,4,4,4,5
04/06/2003,4,3,3,4,4,4,4,3
05/06/2003,3,3,3,3,3,3,3,2
06/06/2003,3,2,3,3,3,3,3,3
07/06/2003,4,4,4,4,4,4,4,5
08/06/2003,4,5,4,3,3,4,4,4
09/06/2003,3,4,4,4,3,3,4,6
10/06/2003,4,3,6,4,4,4,4,3
11/06/2003,3,3,4,3,3,3,3,3
12/06/2003,2,2,3,2,3,3,3,3
13/06/2003,3,2,1,2,2,3,4,4
14/06/2003,3,4,5,5,4,5,5,4
15/06/2003,4,5,3,3,3,3,4,3
16/06/2003,4,5,2,5,4,3,5,6
17/06/2003,5,6,6,6,4,4,4,4
18/06/2003,5,6,7,6,4,4,4,4
19/06/2003,5,4,4,3,3,3,3,2
20/06/2003,3,2,3,3,3,3,3,3
21/06/2003,4,4,5,3,3,4,3,3
22/06/2003,3,3,4,3,3,3,3,3
23/06/2003,4,5,4,4,3,3,3,3
24/06/2003,4,5,5,5,5,3,3,3
25/06/2003,3,3,4,3,3,4,4,4
26/06/2003,4,3,4,4,4,3,3,3
27/06/2003,4,4,6,4,4,4,4,3
28/06/2003,3,5,3,6,5,4,4,4
29/06/2003,4,3,5,5,4,3,4,4
30/06/2003,4,4,5,4,3,3,3,3
01/07/2003,3,4,3,2,3,3,3,3
02/07/2003,1,3,3,4,3,3,4,3
03/07/2003,3,3,2,3,3,4,4,4
04/07/2003,4,5,3,5,4,4,3,4
05/07/2003,4,3,4,3,3,3,3,3
06/07/2003,3,3,2,3,3,3,3,3
07/07/2003,3,3,4,3,3,2,2,2
08/07/2003,1,1,1,1,2,2,3,2
09/07/2003,2,2,1,2,2,2,2,2
10/07/2003,2,2,2,2,3,2,3,3
11/07/2003,3,5,6,5,5,4,5,5
12/07/2003,6,7,6,4,3,3,4,3
13/07/2003,3,3,4,3,3,3,2,3
14/07/2003,3,3,4,2,3,3,3,4
15/07/2003,5,5,3,5,3,3,4,4
16/07/2003,4,5,6,6,6,4,4,5
17/07/2003,5,4,3,3,3,3,4,4
18/07/2003,3,3,2,2,2,3,3,4
19/07/2003,4,3,3,4,4,4,4,5
20/07/2003,5,4,4,3,3,3,3,3
21/07/2003,4,4,2,1,2,2,3,2
22/07/2003,3,1,2,3,2,2,3,2
23/07/2003,2,2,2,3,2,3,3,4
24/07/2003,3,2,1,0,2,3,3,4
25/07/2003,2,2,4,3,2,3,3,2
26/07/2003,3,3,3,3,4,5,5,5
27/07/2003,5,4,5,4,3,3,3,2
28/07/2003,2,2,3,4,5,4,3,3
29/07/2003,4,5,4,4,5,5,5,5
30/07/2003,4,4,5,5,4,4,4,4
31/07/2003,4,5,4,5,4,4,3,4
01/08/2003,5,5,5,5,5,3,3,5
02/08/2003,4,4,4,3,3,3,4,4
03/08/2003,3,4,3,3,3,3,3,3
04/08/2003,2,2,4,4,1,2,4,4
05/08/2003,3,2,1,1,2,3,3,3
06/08/2003,6,6,7,5,4,3,3,2
07/08/2003,2,2,1,2,3,4,5,4
08/08/2003,5,5,5,4,3,4,3,3
09/08/2003,3,3,4,4,3,3,3,3
10/08/2003,4,3,2,3,2,2,3,2
11/08/2003,2,2,2,2,2,2,3,4
12/08/2003,4,5,5,4,3,4,3,3
13/08/2003,3,5,3,2,3,2,4,3
14/08/2003,3,4,4,2,3,3,4,4
15/08/2003,3,2,3,2,3,4,4,3
16/08/2003,3,3,2,3,3,3,3,2
17/08/2003,2,1,0,1,4,4,4,5
18/08/2003,5,6,8,7,6,6,5,5
19/08/2003,6,4,3,3,2,3,3,3
20/08/2003,2,3,4,2,3,3,3,4
21/08/2003,4,5,7,5,6,5,5,5
22/08/2003,5,5,5,5,6,5,4,3
23/08/2003,4,5,7,5,5,3,4,4
24/08/2003,3,4,5,5,4,3,4,3
25/08/2003,4,4,5,3,3,3,3,3
26/08/2003,3,2,1,4,3,4,3,3
27/08/2003,2,2,3,4,3,3,3,3
28/08/2003,3,4,4,4,3,3,3,3
29/08/2003,1,2,2,4,3,4,4,3
30/08/2003,4,5,3,3,3,3,3,2
31/08/2003,2,2,2,2,3,2,2,2
01/09/2003,2,4,4,1,2,3,3,3
02/09/2003,3,2,1,2,4,3,3,3
03/09/2003,3,3,3,4,3,3,3,4
04/09/2003,3,3,4,4,3,3,3,4
05/09/2003,3,4,3,4,4,3,3,2
06/09/2003,3,2,3,3,3,3,3,2
07/09/2003,3,3,1,2,3,3,3,3
08/09/2003,2,1,2,2,3,3,3,3
09/09/2003,2,2,3,4,4,3,4,4
10/09/2003,4,2,3,4,3,3,4,3
11/09/2003,4,5,2,3,3,3,3,3
12/09/2003,3,3,3,3,3,3,2,2
13/09/2003,3,3,3,3,2,2,2,2
14/09/2003,2,1,2,2,2,3,2,2
15/09/2003,2,1,1,2,2,2,2,3
16/09/2003,4,3,5,5,6,5,4,2
17/09/2003,5,5,5,7,7,4,4,5
18/09/2003,4,6,5,6,4,4,4,5
19/09/2003,4,4,5,5,5,4,4,3
20/09/2003,4,4,5,4,4,4,3,2
21/09/2003,4,3,4,4,5,4,3,3
22/09/2003,3,4,4,4,4,3,4,2
23/09/2003,3,4,3,3,3,3,4,3
24/09/2003,5,5,5,4,4,4,4,4
25/09/2003,4,4,5,5,4,4,4,3
26/09/2003,3,3,4,4,3,3,3,3
27/09/2003,3,2,2,3,2,2,2,2
28/09/2003,2,1,2,3,2,2,2,1
29/09/2003,2,2,1,3,3,2,2,1
30/09/2003,2,2,2,3,3,2,2,2
01/10/2003,3,2,2,3,2,2,3,3
02/10/2003,2,3,2,2,2,3,3,3
03/10/2003,3,5,3,3,3,3,3,2
04/10/2003,1,2,4,2,3,2,2,2
05/10/2003,2,2,1,2,2,3,3,4
06/10/2003,2,2,2,2,3,3,3,3
07/10/2003,4,2,2,3,3,3,3,3
08/10/2003,2,2,2,2,3,3,3,3
09/10/2003,4,2,2,2,2,2,2,2
10/10/2003,2,1,1,2,2,2,1,2
11/10/2003,2,1,2,1,2,2,1,2
12/10/2003,1,2,1,3,2,2,2,2
13/10/2003,3,2,2,2,3,3,3,4
14/10/2003,3,4,6,6,6,4,5,6
15/10/2003,3,4,7,6,4,4,4,4
16/10/2003,5,3,4,5,4,4,4,4
17/10/2003,4,5,5,5,4,3,3,3
18/10/2003,4,5,4,4,4,3,4,4
19/10/2003,3,4,5,5,5,4,4,4
20/10/2003,3,4,5,5,4,4,4,5
21/10/2003,5,5,5,5,5,4,4,5
22/10/2003,4,5,6,5,4,4,3,2
23/10/2003,3,2,2,2,2,2,2,2
24/10/2003,2,2,2,4,5,7,4,5
25/10/2003,3,3,2,2,4,4,3,3
26/10/2003,2,2,2,3,2,3,3,3
27/10/2003,3,3,4,3,2,3,3,1
28/10/2003,3,4,4,4,3,4,3,4
29/10/2003,4,3,9,8,7,7,9,8
30/10/2003,8,7,6,5,5,8,9,9
31/10/2003,8,7,7,6,6,5,4,4
01/11/2003,4,5,4,3,3,3,3,3
02/11/2003,3,4,3,3,3,4,4,3
03/11/2003,3,3,2,3,2,3,2,3
04/11/2003,3,2,5,7,3,3,4,3
05/11/2003,2,1,2,2,2,3,3,3
06/11/2003,2,2,2,2,3,3,5,4
07/11/2003,3,2,1,2,3,3,2,2
08/11/2003,1,1,1,3,3,3,3,3
09/11/2003,2,3,4,4,6,4,4,3
10/11/2003,4,4,4,5,5,4,4,4
11/11/2003,5,6,5,6,5,5,5,4
12/11/2003,4,4,4,5,4,4,4,3
13/11/2003,3,5,4,5,6,5,5,4
14/11/2003,5,5,5,5,5,3,4,3
15/11/2003,3,4,6,5,5,5,4,4
16/11/2003,4,5,5,5,4,5,4,4
17/11/2003,5,4,4,5,5,5,4,4
18/11/2003,4,4,4,4,4,4,3,2
19/11/2003,2,3,4,4,3,3,3,2
20/11/2003,1,3,6,7,7,8,9,7
21/11/2003,7,6,6,4,3,3,3,2
22/11/2003,3,3,3,3,3,5,5,4
23/11/2003,3,5,4,3,3,3,4,4
24/11/2003,2,2,3,2,4,3,3,3
25/11/2003,3,3,3,3,3,3,3,2
26/11/2003,2,2,2,2,3,3,3,2
27/11/2003,2,2,2,2,3,3,3,3
28/11/2003,2,2,2,3,3,3,2,2
29/11/2003,2,2,2,3,3,3,2,2
30/11/2003,2,2,2,2,3,3,3,2
01/12/2003,2,3,3,3,3,3,2,2
02/12/2003,3,2,3,2,3,2,3,1
03/12/2003,1,2,2,2,2,3,2,2
04/12/2003,2,1,2,3,3,3,3,3
05/12/2003,2,5,6,5,5,5,4,4
06/12/2003,4,4,4,4,3,4,4,3
